CUSTOMER_ID,EMPLOYEE_SIZE,CUSTOMER_SEGMENT
H20841669,1 to 25,NAM Low-Touch
H20841806,1 to 25,NAM Direct
H20841854,26 to 200,NAM Direct
H20842092,1 to 25,International Direct
H20842104,26 to 200,NAM Direct
H20842149,1 to 25,International Direct
H20842227,26 to 200,NAM Low-Touch
H20842231,26 to 200,International Partner
H20842257,1 to 25,NAM Low-Touch
H20842270,1 to 25,International Direct
H20842407,1 to 25,International Partner
H20842604,201 or Above,NAM Low-Touch
H20842637,1 to 25,International Low-touch
H20842700,201 or Above,International Direct
H20842793,1 to 25,NAM Partner
H20842882,26 to 200,NAM Low-Touch
H20842897,1 to 25,NAM Direct
H20842907,1 to 25,NAM Partner
H20843004,201 or Above,International Low-touch
H20843311,1 to 25,NAM Low-Touch
H20843316,1 to 25,NAM Partner
H20843331,201 or Above,NAM Low-Touch
H20843490,1 to 25,NAM Low-Touch
H20843778,1 to 25,International Low-touch
H20843803,1 to 25,NAM Direct
H20843818,1 to 25,NAM Low-Touch
H20843890,201 or Above,International Direct
H20843893,26 to 200,International Low-touch
H20843950,1 to 25,International Direct
H20844003,1 to 25,International Partner
H20844005,1 to 25,International Low-touch
H20844031,1 to 25,International Low-touch
H20844036,201 or Above,NAM Low-Touch
H20844147,Undefined,NAM Low-Touch
H20844341,1 to 25,NAM Low-Touch
H20844407,201 or Above,NAM Low-Touch
H20844410,26 to 200,International Direct
H20844431,1 to 25,International Low-touch
H20844487,1 to 25,International Low-touch
H20844499,1 to 25,NAM Low-Touch
H20844565,26 to 200,NAM Unowned
H20844609,1 to 25,NAM High-touch
H20844714,1 to 25,NAM Low-Touch
H20844723,Undefined,NAM Low-Touch
H20844831,1 to 25,International Low-touch
H20844882,1 to 25,NAM Low-Touch
H20844957,1 to 25,NAM Partner
H20845043,1 to 25,International Low-touch
H20845093,1 to 25,NAM Low-Touch
H20845106,1 to 25,International Direct
H20845135,1 to 25,NAM High-touch
H20845210,1 to 25,NAM Unowned
H20845229,26 to 200,NAM Unowned
H20845249,1 to 25,NAM Unowned
H20845270,26 to 200,NAM Unowned
H20941263,201 or Above,NAM Direct
H20941698,26 to 200,NAM Direct
H20941730,26 to 200,International Direct
H20941974,201 or Above,NAM Low-Touch
H20942046,1 to 25,NAM Low-Touch
H20942502,26 to 200,NAM High-touch
H20942530,201 or Above,NAM Direct
H20942584,1 to 25,International Partner
H20942694,26 to 200,International Partner
H20942718,1 to 25,NAM Direct
H20942785,1 to 25,NAM High-touch
H20942800,26 to 200,NAM Direct
H20942835,1 to 25,International Low-touch
H20942894,1 to 25,NAM Low-Touch
H20943367,1 to 25,International Direct
H20943433,1 to 25,International Low-touch
H20943460,1 to 25,International Low-touch
H20943467,1 to 25,International Direct
H20943803,26 to 200,NAM Direct
H20943863,1 to 25,NAM Low-Touch
H20943887,1 to 25,International Direct
H20943959,Undefined,International Partner
H20943969,26 to 200,NAM Low-Touch
H20943999,Undefined,International Low-touch
H20944011,26 to 200,International Partner
H20944016,Undefined,International Partner
H20944045,26 to 200,NAM Direct
H20944093,1 to 25,NAM Low-Touch
H20944108,26 to 200,NAM Partner
H20944185,1 to 25,International Low-touch
H20944199,1 to 25,NAM High-touch
H20944212,26 to 200,NAM Low-Touch
H20944241,1 to 25,NAM Low-Touch
H20944316,Undefined,International Low-touch
H20944333,26 to 200,NAM Partner
H20944389,1 to 25,NAM Low-Touch
H20944422,1 to 25,International Direct
H20944428,1 to 25,NAM Low-Touch
H20944526,26 to 200,NAM Low-Touch
H20944568,1 to 25,International Partner
H20944569,1 to 25,NAM Low-Touch
H20944624,1 to 25,NAM Low-Touch
H20944661,1 to 25,NAM Low-Touch
H20944673,1 to 25,NAM Low-Touch
H20944742,1 to 25,International Low-touch
H20944754,Undefined,NAM Low-Touch
H20944768,1 to 25,International Low-touch
H20944799,1 to 25,NAM Low-Touch
H20944825,201 or Above,NAM Low-Touch
H20944857,1 to 25,NAM Low-Touch
H20944878,Undefined,NAM Low-Touch
H20944930,1 to 25,NAM Low-Touch
H20944961,1 to 25,NAM Unowned
H20944967,26 to 200,NAM Low-Touch
H20945068,26 to 200,NAM Low-Touch
H20945071,26 to 200,NAM Unowned
H20945081,1 to 25,NAM Unowned
H20945091,1 to 25,International Low-touch
H20945095,1 to 25,NAM Low-Touch
H20945154,1 to 25,NAM Low-Touch
H20945155,201 or Above,NAM Low-Touch
H20945249,Undefined,NAM Low-Touch
H20945283,1 to 25,NAM Direct
H21041769,26 to 200,NAM Partner
H21041843,1 to 25,NAM Partner
H21042089,26 to 200,NAM Low-Touch
H21042186,26 to 200,NAM High-touch
H21042198,1 to 25,International Low-touch
H21042306,1 to 25,International Direct
H21042468,26 to 200,NAM Low-Touch
H21042562,1 to 25,NAM Low-Touch
H21042582,1 to 25,NAM Low-Touch
H21042693,1 to 25,NAM Low-Touch
H21042743,201 or Above,International Direct
H21042750,1 to 25,International Direct
H21042762,26 to 200,NAM Direct
H21042768,201 or Above,NAM Direct
H21042786,26 to 200,International Direct
H21042828,1 to 25,NAM Low-Touch
H21042830,26 to 200,International Direct
H21042922,26 to 200,International Direct
H21043074,1 to 25,NAM Low-Touch
H21043389,26 to 200,NAM Low-Touch
H21043395,26 to 200,International Direct
H21043452,1 to 25,NAM High-touch
H21043468,1 to 25,NAM Low-Touch
H21043470,1 to 25,NAM Direct
H21043474,1 to 25,International Low-touch
H21043794,26 to 200,NAM Direct
H21043804,1 to 25,NAM Low-Touch
H21043822,1 to 25,NAM Low-Touch
H21043854,26 to 200,NAM Direct
H21043919,1 to 25,NAM Low-Touch
H21043933,1 to 25,NAM Low-Touch
H21043949,1 to 25,NAM Low-Touch
H21043977,26 to 200,NAM Direct
H21044044,26 to 200,International Low-touch
H21044045,26 to 200,NAM Direct
H21044061,1 to 25,NAM High-touch
H21044076,1 to 25,NAM Low-Touch
H21044083,26 to 200,NAM Low-Touch
H21044090,26 to 200,International Direct
H21044091,Undefined,NAM Low-Touch
H21044236,26 to 200,NAM High-touch
H21044248,1 to 25,NAM Low-Touch
H21044277,1 to 25,NAM Direct
H21044334,26 to 200,NAM Low-Touch
H21044386,1 to 25,NAM Low-Touch
H21044390,201 or Above,NAM Low-Touch
H21044415,1 to 25,International Low-touch
H21044518,26 to 200,International Direct
H21044600,1 to 25,International Direct
H21044639,1 to 25,NAM Low-Touch
H21044675,1 to 25,NAM Low-Touch
H21044710,26 to 200,NAM Low-Touch
H21044775,1 to 25,NAM Low-Touch
H21044957,1 to 25,International Direct
H21045022,1 to 25,International Direct
H21045025,1 to 25,International Low-touch
H21045036,201 or Above,NAM Low-Touch
H21045156,26 to 200,NAM Unowned
H21045258,1 to 25,NAM Low-Touch
H21141667,26 to 200,NAM Low-Touch
H21141843,201 or Above,International Low-touch
H21142032,1 to 25,NAM Partner
H21142054,26 to 200,International Direct
H21142148,26 to 200,NAM Low-Touch
H21142180,26 to 200,NAM Low-Touch
H21142204,26 to 200,International Direct
H21142211,1 to 25,International Partner
H21142212,26 to 200,NAM Low-Touch
H21142343,1 to 25,NAM Low-Touch
H21142470,1 to 25,NAM Low-Touch
H21142510,1 to 25,International Low-touch
H21142589,1 to 25,NAM Low-Touch
H21142600,1 to 25,International Low-touch
H21142607,Undefined,International Low-touch
H21142613,201 or Above,International Partner
H21142713,1 to 25,NAM Direct
H21142756,26 to 200,NAM Direct
H21143362,1 to 25,International Direct
H21143387,1 to 25,International Low-touch
H21143409,26 to 200,NAM Direct
H21143440,26 to 200,NAM Direct
H21143464,201 or Above,International Direct
H21143802,1 to 25,NAM Low-Touch
H21143869,1 to 25,NAM Low-Touch
H21143946,1 to 25,NAM Low-Touch
H21144020,1 to 25,NAM Low-Touch
H21144054,1 to 25,NAM Direct
H21144182,201 or Above,International Direct
H21144253,26 to 200,NAM Direct
H21144277,201 or Above,International Direct
H21144286,26 to 200,NAM High-touch
H21144368,26 to 200,International Direct
H21144372,1 to 25,NAM Partner
H21144415,201 or Above,NAM High-touch
H21144421,1 to 25,NAM Low-Touch
H21144441,1 to 25,NAM Low-Touch
H21144493,1 to 25,NAM Low-Touch
H21144529,26 to 200,NAM Low-Touch
H21144591,Undefined,International Partner
H21144593,1 to 25,International Direct
H21144609,1 to 25,NAM Direct
H21144651,1 to 25,NAM Direct
H21144748,1 to 25,NAM Low-Touch
H21144749,1 to 25,International Direct
H21144772,26 to 200,NAM Low-Touch
H21144807,1 to 25,NAM Low-Touch
H21144817,1 to 25,NAM Low-Touch
H21144906,1 to 25,NAM Low-Touch
H21145043,201 or Above,NAM Low-Touch
H21145131,1 to 25,NAM Unowned
H21145180,1 to 25,NAM Unowned
H21145214,1 to 25,NAM Unowned
H21145269,1 to 25,NAM Unowned
H21241757,26 to 200,NAM Low-Touch
H21241764,1 to 25,International Direct
H21241777,1 to 25,NAM Low-Touch
H21241834,26 to 200,International Direct
H21242026,26 to 200,NAM Partner
H21242073,26 to 200,NAM Low-Touch
H21242106,26 to 200,International Low-touch
H21242287,26 to 200,International Direct
H21242337,1 to 25,International Direct
H21242523,1 to 25,International Low-touch
H21242569,26 to 200,NAM Partner
H21242621,26 to 200,NAM Direct
H21242814,Undefined,NAM Low-Touch
H21242858,26 to 200,NAM Partner
H21242965,1 to 25,NAM Low-Touch
H21242999,1 to 25,International Low-touch
H21243023,26 to 200,NAM Direct
H21243116,26 to 200,NAM Direct
H21243424,201 or Above,International Partner
H21243789,26 to 200,International Direct
H21243931,1 to 25,International Direct
H21243964,Undefined,International Low-touch
H21244020,1 to 25,International Partner
H21244056,1 to 25,International Low-touch
H21244068,1 to 25,International High-touch
H21244084,1 to 25,NAM Low-Touch
H21244111,1 to 25,NAM Low-Touch
H21244146,26 to 200,NAM Low-Touch
H21244298,26 to 200,International Direct
H21244315,1 to 25,NAM Unowned
H21244385,1 to 25,International Low-touch
H21244386,26 to 200,International Low-touch
H21244412,26 to 200,International Low-touch
H21244482,201 or Above,NAM Unowned
H21244506,201 or Above,NAM High-touch
H21244534,1 to 25,NAM Low-Touch
H21244584,Undefined,NAM Partner
H21244767,1 to 25,International Low-touch
H21244773,1 to 25,NAM Unowned
H21244814,1 to 25,NAM High-touch
H21244896,26 to 200,NAM Low-Touch
H21245017,1 to 25,NAM Low-Touch
H21245051,1 to 25,International Partner
H21245087,1 to 25,International Partner
H21245183,1 to 25,NAM Low-Touch
H21341237,1 to 25,NAM Low-Touch
H21341547,1 to 25,NAM High-touch
H21341745,201 or Above,NAM Direct
H21341848,26 to 200,International Partner
H21342198,201 or Above,International High-touch
H21342215,26 to 200,NAM Partner
H21342392,1 to 25,NAM Low-Touch
H21342521,1 to 25,NAM Low-Touch
H21342526,1 to 25,International Direct
H21342582,201 or Above,NAM Direct
H21342617,1 to 25,International Direct
H21342795,26 to 200,International Partner
H21342813,26 to 200,International Low-touch
H21342838,26 to 200,International Direct
H21342858,1 to 25,NAM Low-Touch
H21343046,201 or Above,International Direct
H21343224,26 to 200,International Low-touch
H21343332,26 to 200,NAM Direct
H21343382,26 to 200,NAM Partner
H21343410,1 to 25,NAM Low-Touch
H21343415,1 to 25,International Partner
H21343461,1 to 25,International Direct
H21343465,26 to 200,NAM High-touch
H21343786,1 to 25,International Low-touch
H21343853,1 to 25,International Direct
H21343900,1 to 25,NAM Low-Touch
H21343962,1 to 25,International Low-touch
H21343977,1 to 25,NAM Partner
H21343980,1 to 25,International Low-touch
H21344003,26 to 200,NAM Partner
H21344089,1 to 25,NAM Low-Touch
H21344210,1 to 25,NAM Direct
H21344228,26 to 200,NAM Partner
H21344247,1 to 25,International Low-touch
H21344254,1 to 25,NAM Low-Touch
H21344291,1 to 25,International Direct
H21344315,1 to 25,NAM Low-Touch
H21344346,201 or Above,International Partner
H21344359,1 to 25,NAM Low-Touch
H21344381,1 to 25,International Direct
H21344436,1 to 25,NAM Low-Touch
H21344439,1 to 25,NAM High-touch
H21344526,1 to 25,NAM High-touch
H21344572,26 to 200,NAM Low-Touch
H21344729,1 to 25,International Partner
H21344736,201 or Above,International Low-touch
H21344747,26 to 200,NAM Direct
H21344760,Undefined,International Partner
H21344810,1 to 25,NAM Low-Touch
H21344827,1 to 25,NAM Low-Touch
H21344851,26 to 200,NAM Partner
H21344938,1 to 25,NAM Partner
H21344941,1 to 25,NAM Low-Touch
H21345006,201 or Above,NAM Unowned
H21345038,26 to 200,NAM Unowned
H21345112,1 to 25,NAM Low-Touch
H21345319,201 or Above,NAM Unowned
H2141069,26 to 200,NAM High-touch
H2141345,26 to 200,International Direct
H2141391,1 to 25,NAM Partner
H2141463,26 to 200,NAM Low-Touch
H2141675,26 to 200,NAM Direct
H2141715,1 to 25,NAM Low-Touch
H2141785,26 to 200,NAM Direct
H2141810,26 to 200,NAM Partner
H2141826,26 to 200,NAM Partner
H2141871,1 to 25,NAM Low-Touch
H2141912,Undefined,NAM Low-Touch
H2142040,26 to 200,NAM Low-Touch
H2142142,26 to 200,NAM Low-Touch
H2142282,1 to 25,NAM High-touch
H2142357,26 to 200,NAM Low-Touch
H2142368,1 to 25,International Partner
H2142372,201 or Above,NAM Direct
H2142500,1 to 25,NAM Low-Touch
H2142742,26 to 200,NAM Partner
H2142777,26 to 200,NAM Direct
H2142839,26 to 200,NAM High-touch
H2142875,26 to 200,NAM Direct
H2142960,26 to 200,NAM Low-Touch
H2143181,26 to 200,NAM Low-Touch
H2143189,201 or Above,NAM Direct
H2143212,26 to 200,NAM Partner
H2143363,26 to 200,NAM Low-Touch
H2143378,1 to 25,NAM Partner
H2143391,26 to 200,NAM Low-Touch
H2143403,1 to 25,International Low-touch
H2143404,26 to 200,International Direct
H2143406,201 or Above,International Direct
H2143430,26 to 200,NAM High-touch
H2143468,26 to 200,NAM High-touch
H2143662,1 to 25,NAM High-touch
H2143663,26 to 200,NAM Low-Touch
H2143727,1 to 25,NAM Low-Touch
H2143741,26 to 200,NAM Low-Touch
H2143776,26 to 200,NAM Direct
H2144064,201 or Above,International Direct
H2144134,1 to 25,NAM Partner
H2144164,1 to 25,NAM High-touch
H21441838,1 to 25,NAM Partner
H2144186,26 to 200,International Direct
H21441963,201 or Above,NAM High-touch
H21442143,26 to 200,NAM Low-Touch
H21442170,26 to 200,NAM Partner
H21442253,26 to 200,NAM Low-Touch
H21442263,Undefined,International Direct
H2144231,1 to 25,International Partner
H2144233,1 to 25,NAM Low-Touch
H21442384,1 to 25,NAM Partner
H21442408,1 to 25,International Direct
H21442460,26 to 200,International Direct
H21442473,201 or Above,International Direct
H2144293,26 to 200,NAM Direct
H2144298,26 to 200,NAM High-touch
H21443027,26 to 200,NAM High-touch
H21443055,26 to 200,International Direct
H21443267,26 to 200,International Low-touch
H21443298,26 to 200,NAM Low-Touch
H21443406,201 or Above,NAM Direct
H21443432,1 to 25,NAM Partner
H21443520,26 to 200,NAM Partner
H21443544,26 to 200,International Low-touch
H21443750,26 to 200,NAM Partner
H21443776,1 to 25,NAM Low-Touch
H21443786,1 to 25,NAM Low-Touch
H2144379,1 to 25,NAM Partner
H2144380,201 or Above,NAM Low-Touch
H21443807,201 or Above,International Direct
H21443853,1 to 25,International Partner
H21443865,26 to 200,NAM Low-Touch
H21443885,1 to 25,NAM Low-Touch
H21443918,26 to 200,International Partner
H21443952,1 to 25,NAM Low-Touch
H21443985,1 to 25,NAM Low-Touch
H21444027,1 to 25,NAM Low-Touch
H21444091,26 to 200,NAM Low-Touch
H21444215,26 to 200,International Direct
H21444238,1 to 25,International Direct
H2144424,26 to 200,International Low-touch
H21444385,1 to 25,NAM Low-Touch
H21444416,1 to 25,NAM Partner
H21444430,1 to 25,NAM Partner
H21444485,1 to 25,International Low-touch
H21444510,1 to 25,International Low-touch
H21444514,1 to 25,International Partner
H21444615,1 to 25,NAM Low-Touch
H2144462,201 or Above,NAM Direct
H21444634,1 to 25,NAM Low-Touch
H21444655,201 or Above,NAM Low-Touch
H21444684,1 to 25,International Partner
H21444701,Undefined,NAM Low-Touch
H21444747,1 to 25,International Partner
H21444788,1 to 25,NAM Direct
H2144501,26 to 200,NAM High-touch
H21445069,1 to 25,NAM Low-Touch
H2144530,1 to 25,NAM Direct
H2144636,26 to 200,International Direct
H2144673,201 or Above,NAM Low-Touch
H2144707,26 to 200,NAM High-touch
H2144718,201 or Above,NAM Low-Touch
H2144761,26 to 200,NAM Direct
H2144780,1 to 25,International Partner
H2144785,26 to 200,NAM Direct
H2144865,26 to 200,NAM Low-Touch
H2144888,1 to 25,NAM Direct
H2144989,26 to 200,NAM Direct
H2144999,1 to 25,NAM Low-Touch
H2145171,26 to 200,NAM Low-Touch
H2145173,1 to 25,NAM High-touch
H2145189,26 to 200,International Low-touch
H2145245,1 to 25,International Partner
H2145254,26 to 200,International Low-touch
H2145317,1 to 25,International Low-touch
H2145390,26 to 200,International Low-touch
H2145474,1 to 25,NAM Low-Touch
H2145605,1 to 25,International Direct
H2145758,26 to 200,NAM High-touch
H2145997,1 to 25,International Low-touch
H2146049,26 to 200,NAM Low-Touch
H2146174,201 or Above,International Direct
H2146220,1 to 25,NAM Low-Touch
H2146615,26 to 200,NAM Direct
H2146683,201 or Above,NAM Low-Touch
H2146802,1 to 25,NAM Low-Touch
H2146821,26 to 200,NAM Direct
H2146867,201 or Above,NAM Direct
H2146898,1 to 25,International Partner
H2147021,26 to 200,NAM Low-Touch
H2147038,1 to 25,International Direct
H2147061,201 or Above,NAM Low-Touch
H2147251,1 to 25,NAM Low-Touch
H2148510,26 to 200,NAM Low-Touch
H2148562,1 to 25,NAM Unowned
H2148710,26 to 200,NAM Low-Touch
H2148720,201 or Above,NAM Low-Touch
H2148857,26 to 200,NAM Partner
H21541551,1 to 25,NAM Low-Touch
H21541686,26 to 200,NAM Direct
H21541708,1 to 25,NAM Low-Touch
H21541789,26 to 200,International Partner
H21542098,1 to 25,NAM Low-Touch
H21542187,26 to 200,NAM Partner
H21542409,26 to 200,International Direct
H21542417,1 to 25,NAM Low-Touch
H21542504,1 to 25,International Low-touch
H21542540,Undefined,International Direct
H21542624,1 to 25,NAM Partner
H21542661,26 to 200,International Partner
H21542712,26 to 200,NAM High-touch
H21542732,1 to 25,International Low-touch
H21542845,26 to 200,NAM Unowned
H21542847,1 to 25,NAM Low-Touch
H21542889,26 to 200,NAM Direct
H21543087,1 to 25,International Direct
H21543361,26 to 200,NAM Partner
H21543449,26 to 200,International Low-touch
H21543788,1 to 25,NAM Partner
H21543818,1 to 25,International Direct
H21543819,1 to 25,International Direct
H21543823,1 to 25,International Low-touch
H21544002,1 to 25,International Direct
H21544020,1 to 25,NAM Low-Touch
H21544060,1 to 25,NAM Partner
H21544191,26 to 200,NAM Direct
H21544219,1 to 25,NAM Low-Touch
H21544288,26 to 200,International Direct
H21544298,26 to 200,International Direct
H21544376,1 to 25,NAM Partner
H21544426,201 or Above,NAM Direct
H21544628,26 to 200,NAM High-touch
H21544638,1 to 25,International Low-touch
H21544665,26 to 200,NAM Low-Touch
H21544709,Undefined,NAM Low-Touch
H21544743,Undefined,NAM High-touch
H21544814,1 to 25,International Direct
H21544862,1 to 25,NAM Low-Touch
H21544912,Undefined,International Low-touch
H21545054,26 to 200,NAM Unowned
H21545122,1 to 25,NAM Unowned
H21545196,1 to 25,NAM Low-Touch
H21641520,26 to 200,NAM Low-Touch
H21641672,26 to 200,NAM High-touch
H21641845,26 to 200,International Partner
H21642154,26 to 200,International Low-touch
H21642156,201 or Above,NAM Low-Touch
H21642309,1 to 25,NAM Low-Touch
H21642420,201 or Above,NAM High-touch
H21642463,1 to 25,International Low-touch
H21642556,1 to 25,NAM Low-Touch
H21642576,26 to 200,International Direct
H21642637,201 or Above,NAM Direct
H21642652,26 to 200,NAM Direct
H21642656,201 or Above,NAM Direct
